account_id	account_type	region	code	row_sum	column_sum	balance
COM:IT:REP_RATV	commodity	IT	REP_RATV	28.714196528647093	28.714196528742235	-9.514167231827741e-11
COM:IT:REU_ELMA	commodity	IT	REU_ELMA	1174.1909334429804	1174.1909334430766	-9.617906471248716e-11
COM:IT:REU_OFMA	commodity	IT	REU_OFMA	139.27040683849648	139.27040683859155	-9.50706180447014e-11
COM:IT:REU_RATV	commodity	IT	REU_RATV	485.06486730380914	485.06486730390424	-9.509903975413181e-11
COM:IT:TRADE	commodity	IT	TRADE	319101.9021690955	319101.9021690958	-2.9103830456733704e-10
COM:IT:TRANSPORT	commodity	IT	TRANSPORT	180354.4092201083	180354.4092201084	-1.1641532182693481e-10
COM:IT:UTIL_WASTE	commodity	IT	UTIL_WASTE	122313.82176754813	122313.82176754822	-8.731149137020111e-11
COM:PL:AGRI_FOOD	commodity	PL	AGRI_FOOD	84065.59266375158	84065.59266375164	-5.820766091346741e-11
COM:PL:BASIC_METALS	commodity	PL	BASIC_METALS	13972.19115530507	13972.191155305165	-9.458744898438454e-11
COM:PL:CONSTRUCTION	commodity	PL	CONSTRUCTION	83292.78256443028	83292.78256443035	-7.275957614183426e-11
COM:PL:EXTRACTIVE	commodity	PL	EXTRACTIVE	7708.538075853682	7708.538075853777	-9.458744898438454e-11
COM:PL:INC_EE	commodity	PL	INC_EE	27.14748704175807	27.14748704185322	-9.515233045931382e-11
COM:PL:METAL_COMPONENTS	commodity	PL	METAL_COMPONENTS	24276.231180158145	24276.23118015825	-1.0550138540565968e-10
COM:PL:NEW_ELMA	commodity	PL	NEW_ELMA	9719.711056057831	9719.711056057922	-9.094947017729282e-11
COM:PL:NEW_OFMA	commodity	PL	NEW_OFMA	150.34513253311775	150.34513253321302	-9.526957001071423e-11
COM:PL:NEW_RATV	commodity	PL	NEW_RATV	5720.831735008113	5720.831735008207	-9.367795428261161e-11
COM:PL:OTHER_MANUFACTURING	commodity	PL	OTHER_MANUFACTURING	160072.50652901514	160072.5065290152	-5.820766091346741e-11
COM:PL:OTHER_SERVICES	commodity	PL	OTHER_SERVICES	197605.43727979466	197605.43727979477	-1.1641532182693481e-10
COM:PL:PUBLIC_SOCIAL	commodity	PL	PUBLIC_SOCIAL	78134.85963875284	78134.85963875297	-1.3096723705530167e-10
