product_region	product_code	activity_region	activity_code	value_meur
DE	CPA_C26_RATV_res	DE	C13-C15	0.5990769250759578
DE	CPA_C26_RATV_res	DE	C18	1.803230544131989
DE	CPA_C26_RATV_res	DE	C20	15.680096042461308
DE	CPA_C26_RATV_res	DE	C22	20.94489325582288
DE	CPA_C26_RATV_res	DE	C23	32.92883166490368
DE	CPA_C26_RATV_res	DE	C24	5.387792475895945
DE	CPA_C26_RATV_res	DE	C25	46.56450645328755
DE	CPA_C26_RATV_res	DE	C26_RATV_res	20681.3282076802
DE	CPA_C26_RATV_res	DE	C27_BAT	1.8066389748333809
DE	CPA_C26_RATV_res	DE	C27_ELMA_c	268.1937870739983
DE	CPA_C26_RATV_res	DE	C27_ELMA_res	119.59693342939268
DE	CPA_C26_RATV_res	DE	C27_HPP	9.059085286417918
DE	CPA_C26_RATV_res	DE	C28	470.91646149203154
DE	CPA_C26_RATV_res	DE	C29	98.50000602953952
DE	CPA_C26_RATV_res	DE	C30	4.75361690273091
DE	CPA_C26_RATV_res	DE	C31_C32	100.22673952014402
DE	CPA_C26_RATV_res	DE	C33_ELMA	1.0499756394411959
DE	CPA_C26_RATV_res	DE	C33_OFMA	2.7958177966865324e-5
DE	CPA_C26_RATV_res	DE	C33_RATV	0.7258571796996381
DE	CPA_C26_RATV_res	DE	C33_res	28.92255679747985
DE	CPA_C26_RATV_res	DE	F	24.28136474340165
DE	CPA_C26_RATV_res	DE	G46_ELMA	0.8123793805655661
DE	CPA_C26_RATV_res	DE	G46_OFMA	3.2092551158432015e-5
DE	CPA_C26_RATV_res	DE	G46_RATV	0.8331948062149636
DE	CPA_C26_RATV_res	DE	G46_res	24.275495305564796
DE	CPA_C26_RATV_res	DE	G47_ELMA	0.017852250781869323
DE	CPA_C26_RATV_res	DE	G47_OFMA	1.1340743114743918e-6
DE	CPA_C26_RATV_res	DE	G47_RATV	0.029443119729483054
DE	CPA_C26_RATV_res	DE	G47_res	1.486544415751528
DE	CPA_C26_RATV_res	DE	J61	5.386292533669915
DE	CPA_C27_BAT	DE	C13-C15	0.2850559664803227
DE	CPA_C27_BAT	DE	C17	0.9033139478008821
DE	CPA_C27_BAT	DE	C20	0.09385397793051754
DE	CPA_C27_BAT	DE	C22	0.741296875613826
DE	CPA_C27_BAT	DE	C23	1.6415609090184147
DE	CPA_C27_BAT	DE	C24	2.138819314735651
DE	CPA_C27_BAT	DE	C25	1.7856365085532775
DE	CPA_C27_BAT	DE	C26_DES	0.0002086505838064712
DE	CPA_C27_BAT	DE	C26_MON	0.011941279194429494
DE	CPA_C27_BAT	DE	C26_OFMA_res	8.942167877420198e-5
DE	CPA_C27_BAT	DE	C26_RATV_c	5.405097144551924
DE	CPA_C27_BAT	DE	C26_RATV_res	2.3215878958912946
DE	CPA_C27_BAT	DE	C27_BAT	372.9283507840769
DE	CPA_C27_BAT	DE	C28	10.095357138130112
DE	CPA_C27_BAT	DE	C29	2.820083179936847
DE	CPA_C27_BAT	DE	C30	0.48024595602379544
DE	CPA_C27_BAT	DE	C31_C32	0.2802205152755008
DE	CPA_C27_BAT	DE	C33_ELMA	0.0411792407782276
DE	CPA_C27_BAT	DE	C33_OFMA	1.0964983366955186e-6
DE	CPA_C27_BAT	DE	C33_RATV	0.028467562913520934
DE	CPA_C27_BAT	DE	C33_res	1.1343205361595332
DE	CPA_C27_BAT	DE	D35	3.121032236740797
DE	CPA_C27_BAT	DE	E36	0.4570339775129258
DE	CPA_C27_BAT	DE	E37-E39_ELMA	0.0018390056698778857
DE	CPA_C27_BAT	DE	E37-E39_OFMA	5.171882569613405e-8
