product_region	product_sector	use_region	use_code	original_value_meur	balanced_value_meur	delta_meur	abs_delta_meur	pct_delta	objective_contribution
ROW	OTHER_SERVICES	IT	PUBLIC_SOCIAL	2702.259822859215	2702.518677295771	0.25885443655579365	0.25885443655579365	0.009579183850718848	0.0335028096623087
ROW	OTHER_SERVICES	IT	TRADE	3153.059189246607	3153.3180202085614	0.25883096195457256	0.25883096195457256	0.00820888370371562	0.03349673343316469
ROW	OTHER_SERVICES	IT	BASIC_METALS	577.5685933684368	577.8273799220128	0.25878655357598745	0.25878655357598745	0.044806202509509535	0.03348524015586871
ROW	OTHER_SERVICES	SK	OTHER_MANUFACTURING	556.9795155793925	557.2382635673803	0.2587479879878174	0.2587479879878174	0.04645556627314334	0.033475260643871844
ROW	OTHER_SERVICES	IT	P51G	3079.3724047053256	3079.6310830649863	0.2586783596607347	0.2586783596607347	0.008400359737765735	0.033457246878384216
ROW	OTHER_SERVICES	ROW	REF_OFMA	4180.35747546933	4180.616142669342	0.25866720001158683	0.25866720001158683	0.006187681353316469	0.03345436018091713
ROW	OTHER_SERVICES	PL	UTIL_WASTE	256.3025575609711	256.5611529650994	0.2585954041283003	0.2585954041283003	0.10089458591016352	0.033435791518139475
ROW	OTHER_SERVICES	ROW	REU_ELMA	4861.717864282098	4861.97642514335	0.25856086125168076	0.25856086125168076	0.0053183024698176505	0.033426859485605455
ROW	OTHER_SERVICES	FR	BASIC_METALS	489.2775406246134	489.53606066245976	0.258520037846381	0.258520037846381	0.052837094773725654	0.03341630498404713
ROW	OTHER_SERVICES	FR	METAL_COMPONENTS	685.2570243639282	685.5155404776787	0.25851611375048833	0.25851611375048833	0.03772542338992426	0.03341529053432771
ROW	OTHER_SERVICES	IT	CONSTRUCTION	3157.9703748077827	3158.228826195256	0.2584513874730874	0.2584513874730874	0.008184097910950752	0.03339855984338198
ROW	OTHER_SERVICES	PL	TRADE	645.8633547555397	646.1218051885955	0.2584504330558275	0.2584504330558275	0.040016271422250206	0.033398313173372385
ROW	OTHER_SERVICES	SK	PUBLIC_SOCIAL	226.38192429422602	226.6402312019361	0.2583069077100788	0.2583069077100788	0.11410226700536401	0.03336122928537159
