instrument,wedge_percent,family,valid_parameter_configurations,median_avoided_new_product_tonnes,lower_quartile_avoided_new_product_tonnes,upper_quartile_avoided_new_product_tonnes,median_avoided_new_product_percent,lower_quartile_avoided_new_product_percent,upper_quartile_avoided_new_product_percent,median_avoided_new_product_primary_metal_tonnes,lower_quartile_avoided_new_product_primary_metal_tonnes,upper_quartile_avoided_new_product_primary_metal_tonnes,median_avoided_new_product_recycled_metal_tonnes,lower_quartile_avoided_new_product_recycled_metal_tonnes,upper_quartile_avoided_new_product_recycled_metal_tonnes
virgin_metal_tax,0.25,OFMA,729,-1345.3816132908028,-2003.9873067099816,-572.4141034099409,-0.039811873517666185,-0.05930101050704742,-0.016938597688237522,-36.297841911206,-51.911809747460076,-18.008235601958166,-1.7040879309716415,-3.3107912208507124,-0.9239740254263547
virgin_metal_tax,0.25,RATV,729,6014.253627055092,220.19927189452574,10960.595787413418,0.007504962140292538,0.0002747784349256976,0.013677317506123537,29.172163116290903,3.691631209490879,49.26426441573494,-18.01710666374396,-35.95288891626628,-9.025223251862974
virgin_metal_tax,0.25,all CE-RISE families,729,4936.303645707861,-1220.8118420676383,10309.65673399615,0.0028978729611053612,-0.0007166815256191006,0.006052317205750225,70.8865154612836,-7.723487018382222,301.4029762441561,-95.4705199776338,-189.58489249519477,-47.822905658322796
virgin_metal_tax,0.5,ELMA,729,87.95457456340955,-613.3884526520123,1084.9087256085913,0.00010129989250992578,-0.0007064576757822003,0.0012495215607915796,316.89210378949065,-64.78813710341637,998.7088550266635,-151.30756450517606,-301.7691193761098,-75.93980579734662
virgin_metal_tax,0.5,OFMA,729,-1412.019748925242,-2158.3286865056525,-306.98249139490963,-0.041783796577356425,-0.06386820499689747,-0.009084075476294261,-42.42554798025901,-56.94184038829107,-20.303579750519475,-3.3796674042077615,-6.614436921126306,-1.802106389715263
virgin_metal_tax,0.5,RATV,729,15257.504220530856,1781.2377731131855,40007.14096497279,0.019039268815556516,0.002222739990534655,0.04992341475803163,12.669074308581912,-79.66586343825838,71.38513277897437,-36.11209531690248,-72.08400664159197,-18.226647835260536
virgin_metal_tax,0.5,all CE-RISE families,729,14762.433669672111,-556.3071717818843,41736.97253636937,0.008666334253698374,-0.00032658191774273304,0.0245018242134896,264.5186652367955,-190.70888243890167,965.5061700024817,-190.77445155924124,-380.61958276648477,-95.84830030589828
virgin_metal_tax,1.0,ELMA,729,824.2033359586057,-1279.4359416142252,3087.2227471362858,0.0009492594302612071,-0.0014735643257010884,0.0035556460137686373,1070.621949866283,-208.07883872982347,2364.302106698553,-301.7149880693542,-606.6207890955154,-152.74507462078657
virgin_metal_tax,1.0,OFMA,729,-128.42867343858015,-1949.9965730483068,3967.122500380264,-0.003800398379514082,-0.05770334316981736,0.11739314530091503,-20.426655397144234,-49.25099888198868,26.55470652610993,-6.702651284140702,-13.109293242707846,-3.569366954993791
virgin_metal_tax,1.0,RATV,729,41814.50608703797,7522.218114954885,96424.20223185048,0.05217875809003976,0.009386694619894517,0.12032415525387356,-32.24577441312067,-357.53293123953335,120.9226362735426,-72.39516806871927,-144.3679181592405,-37.388822131026615
